Frame,Total_Inf(ms),YOLO(ms),ResNet(ms),UNet(ms),RAM(MB)
2363,231.21,41.23,13.75,176.21,3227.36
2364,224.39,40.75,13.36,170.27,3227.60
2365,226.20,40.81,13.37,172.00,3229.84
2366,226.28,40.70,13.30,172.27,3228.08
2367,283.92,40.70,13.29,229.91,3193.19
2368,245.18,39.70,13.59,191.88,3217.04
2369,228.29,38.77,13.33,176.17,3220.10
2370,236.16,41.34,13.35,181.45,3225.00
2371,232.29,41.46,13.02,177.79,3225.95
2372,230.99,39.47,13.93,177.56,3224.91
2373,226.13,40.88,13.34,171.89,3223.89
2374,226.79,40.64,13.30,172.83,3226.62
2375,229.15,40.63,13.20,175.30,3227.85
2376,254.65,40.83,13.18,200.62,3228.82
2377,237.06,39.48,13.79,183.78,3229.06
2378,239.44,43.25,14.15,182.01,3231.06
2379,236.39,40.66,14.49,181.23,3227.54
2380,230.25,41.44,13.42,175.37,3229.62
2381,230.45,38.27,13.26,178.90,3230.17
2382,229.77,38.58,13.32,177.85,3230.08
2383,227.07,39.20,13.54,174.30,3228.56
2384,222.97,38.85,13.21,170.90,3228.80
2385,253.48,41.70,13.44,198.31,3229.29
2386,236.71,41.69,13.50,181.50,3229.28
2387,238.02,40.93,13.41,183.66,3229.52
2388,230.20,40.79,13.29,176.10,3229.75
2389,225.57,38.96,13.55,173.04,3229.99
2390,227.52,41.30,13.38,172.83,3231.98
2391,232.39,40.75,13.21,178.41,3234.19
2392,222.30,38.24,13.22,170.82,3234.18
2393,225.66,40.82,13.28,171.54,3236.92
2394,252.09,38.44,13.33,200.30,3235.64
2395,231.52,38.60,13.35,179.55,3236.00
2396,242.31,38.22,13.27,190.81,3215.21
2397,235.88,39.69,14.01,182.16,3223.88
2398,224.89,38.72,13.34,172.81,3227.60
2399,228.88,38.56,13.34,176.96,3229.56
2400,227.88,38.64,13.31,175.90,3232.79
2401,225.58,38.41,13.44,173.70,3233.60
2402,229.49,39.84,13.36,176.27,3233.51
2403,264.38,40.71,13.57,210.08,3233.23
2404,233.66,40.69,13.55,179.41,3233.22
2405,233.55,40.68,13.76,179.09,3231.21
2406,234.24,42.20,13.27,178.76,3233.46
2407,233.68,38.29,13.34,182.04,3235.95
2408,229.28,38.32,13.33,177.61,3233.94
2409,225.75,38.23,13.41,174.08,3235.77
2410,230.21,38.25,13.38,178.56,3235.68
2411,231.11,38.31,13.36,179.43,3235.39
2412,258.34,38.32,13.33,206.67,3233.38
2413,230.62,38.82,13.34,178.44,3233.37
2414,230.48,38.99,13.34,178.14,3233.36
2415,233.16,41.17,13.43,178.53,3235.61
2416,229.51,41.70,13.55,174.24,3235.60
2417,225.95,38.61,13.34,173.97,3233.59
2418,224.12,38.52,13.54,172.04,3237.35
2419,225.66,38.51,13.21,173.92,3236.32
2420,224.03,38.26,13.27,172.48,3236.56
2421,255.82,41.79,13.49,200.51,3239.52
2422,232.60,38.86,13.22,180.50,3237.50
2423,235.45,39.33,13.42,182.68,3237.27
2424,245.05,41.25,13.27,190.51,3216.86
2425,235.88,42.17,13.45,180.24,3232.36
2426,228.50,38.76,12.94,176.78,3233.65
2427,226.79,38.52,13.28,174.98,3231.85
2428,229.85,42.50,13.71,173.61,3233.32
2429,223.19,38.45,13.23,171.49,3235.81
2430,252.85,39.04,13.39,200.39,3236.79
2431,238.78,40.15,13.86,184.74,3236.01
2432,232.88,41.87,13.34,177.65,3238.25
2433,230.97,41.38,13.32,176.25,3238.25
2434,226.85,40.53,13.29,173.02,3238.24
2435,233.40,38.70,13.30,181.38,3238.74
2436,236.06,41.52,13.19,181.33,3239.22
2437,225.14,38.16,13.31,173.65,3237.21
2438,231.36,38.19,13.25,179.90,3237.20
2439,264.68,40.67,13.25,210.74,3239.42
2440,237.90,41.14,13.25,183.48,3237.19
2441,231.63,38.30,13.49,179.83,3237.18
2442,229.60,38.55,13.34,177.69,3237.42
2443,231.99,38.27,13.38,180.33,3238.15
2444,231.14,38.17,13.29,179.66,3238.14
2445,229.07,40.58,13.75,174.72,3238.13
2446,220.78,38.72,13.26,168.77,3238.12
2447,230.57,41.34,13.29,175.92,3238.12
2448,261.18,39.18,13.41,208.57,3238.60
2449,229.90,38.78,13.31,177.80,3238.84
2450,229.89,39.74,13.32,176.81,3238.85
2451,235.63,41.21,13.50,180.89,3239.07
2452,232.00,41.41,13.26,177.30,3239.06
2453,246.99,41.47,13.19,192.31,3221.08
2454,231.86,39.13,13.50,179.21,3235.88
2455,235.99,40.70,13.34,181.94,3237.11
2456,225.87,38.66,13.64,173.55,3237.11
2457,253.35,40.57,13.28,199.48,3237.11
2458,233.68,38.22,13.27,182.17,3237.35
2459,235.51,40.48,13.42,181.58,3236.33
2460,228.68,38.14,13.36,177.16,3236.33
2461,227.95,40.68,13.29,173.97,3236.40
2462,230.14,40.37,13.22,176.53,3236.80
2463,236.82,40.56,13.24,183.00,3238.52
2464,231.76,40.40,13.25,178.09,3238.52
2465,230.39,44.39,14.30,171.67,3238.52
2466,255.45,38.73,13.21,203.50,3238.51
2467,231.56,39.07,13.51,178.96,3239.99
2468,226.18,40.58,13.23,172.34,3240.23
2469,229.86,38.33,13.39,178.13,3240.23
2470,228.14,38.42,13.38,176.32,3240.23
2471,231.22,41.47,13.45,176.29,3240.96
2472,231.49,40.95,13.48,177.04,3241.20
2473,230.92,40.65,13.27,176.99,3241.20
2474,224.50,38.23,13.29,172.96,3241.20
2475,257.26,40.96,13.56,202.71,3241.20
2476,229.49,40.65,13.63,175.20,3241.45
2477,233.19,40.52,13.21,179.43,3241.45
2478,229.83,40.62,13.32,175.86,3241.45
2479,227.40,40.59,13.43,173.36,3241.45
2480,229.17,41.01,13.34,174.80,3241.45
2481,245.15,40.61,13.49,191.04,3225.11
2482,230.65,41.48,13.82,175.32,3227.10
2483,230.15,40.62,13.31,176.21,3227.85
2484,259.24,41.08,13.30,204.84,3236.21
2485,233.03,40.96,13.34,178.71,3236.46
2486,228.88,40.69,13.70,174.47,3236.46
2487,234.69,40.64,13.35,180.68,3237.17
2488,231.37,41.17,13.30,176.88,3238.40
2489,231.75,40.62,13.71,177.40,3238.65
2490,231.61,40.85,13.38,177.36,3238.89
2491,232.08,40.84,13.66,177.56,3238.89
2492,230.71,41.63,13.54,175.51,3239.14
2493,259.41,40.87,13.30,205.22,3239.88
2494,232.04,40.92,13.18,177.92,3239.96
2495,233.32,40.59,13.40,179.32,3239.85
2496,231.96,41.38,13.85,176.71,3240.71
2497,231.03,40.70,13.23,177.08,3240.71
2498,232.61,40.63,13.22,178.74,3242.71
2499,238.25,41.03,13.27,183.93,3242.96
2500,227.83,41.04,13.38,173.38,3243.21
2501,226.30,40.54,13.32,172.42,3243.21
2502,255.03,40.61,13.43,200.97,3243.21
2503,229.52,41.08,13.58,174.83,3244.19
2504,232.67,41.25,13.96,177.44,3246.13
2505,225.67,40.71,13.30,171.64,3246.13
2506,235.18,42.22,13.53,179.42,3246.17
2507,234.20,40.88,13.66,179.65,3246.18
2508,230.96,41.12,14.09,175.73,3247.41
2509,240.86,40.54,13.24,187.06,3227.48
2510,237.01,41.17,13.21,182.61,3237.00
2511,250.67,38.57,13.64,198.44,3237.97
2512,230.22,38.58,13.44,178.18,3240.65
2513,229.20,38.39,13.64,177.15,3236.07
2514,231.21,40.65,13.30,177.24,3236.31
2515,231.85,38.53,13.57,179.73,3236.41
2516,232.44,38.14,14.41,179.87,3237.88
2517,227.60,38.06,13.24,176.28,3237.88
2518,224.94,38.84,13.30,172.79,3237.88
2519,227.62,38.87,13.39,175.34,3237.88
2520,257.08,38.90,13.21,204.94,3239.60
2521,228.59,39.24,13.07,176.26,3239.84
2522,229.66,38.89,13.29,177.46,3239.68
2523,233.80,39.04,13.28,181.47,3239.59
2524,242.95,41.53,14.16,187.24,3240.09
2525,229.69,38.85,13.23,177.59,3240.09
2526,229.06,38.72,13.37,176.95,3240.33
2527,225.36,38.92,13.21,173.20,3240.33
2528,237.23,38.87,13.22,185.11,3241.81
2529,252.40,38.72,13.35,200.31,3241.81
2530,231.58,39.33,13.26,178.97,3242.05
2531,225.11,38.80,13.56,172.73,3242.05
2532,235.85,41.54,13.46,180.84,3243.07
2533,233.22,41.19,13.21,178.80,3243.04
2534,227.56,41.29,13.15,173.09,3243.04
2535,228.95,40.54,13.35,175.04,3243.04
2536,232.67,40.54,13.13,178.98,3243.50
2537,226.69,38.22,13.20,175.25,3243.99
2538,267.44,38.14,13.23,216.05,3215.43
2539,244.51,39.86,13.30,191.32,3236.23
2540,236.47,38.19,13.32,184.95,3237.71
2541,228.92,38.15,13.13,177.62,3241.48
2542,232.21,40.12,13.51,178.56,3241.70
2543,231.24,38.80,13.31,179.10,3242.11
2544,242.68,38.82,13.27,190.57,3244.31
2545,228.85,39.29,13.76,175.77,3244.31
2546,230.01,41.15,13.16,175.68,3244.31
2547,255.37,38.19,13.11,204.04,3244.31
2548,241.52,38.31,13.25,189.94,3246.04
2549,227.48,38.53,13.34,175.59,3246.28
2550,227.42,38.22,13.22,175.96,3246.28
2551,229.41,38.86,13.27,177.26,3246.05
2552,240.31,41.31,13.30,185.68,3246.30
2553,229.15,41.12,13.42,174.59,3246.28
2554,229.06,41.25,13.24,174.55,3246.28
2555,223.18,41.15,13.19,168.82,3246.52
2556,257.31,41.34,13.36,202.59,3246.77
2557,228.64,38.14,13.19,177.30,3246.77
2558,232.66,38.13,13.16,181.36,3246.77
2559,230.46,40.70,13.18,176.55,3246.77
2560,239.30,41.82,13.24,184.22,3247.25
2561,229.19,39.11,13.15,176.92,3247.48
2562,225.95,39.36,13.61,172.95,3247.47
2563,226.45,38.98,13.34,174.12,3247.47
2564,228.20,38.33,13.22,176.63,3249.02
2565,264.61,40.98,13.13,210.48,3222.31
2566,244.73,43.04,13.59,188.08,3239.63
2567,233.61,41.06,13.19,179.35,3240.37
2568,239.87,41.27,13.43,185.15,3243.35
2569,231.98,41.16,13.29,177.51,3244.83
2570,233.02,40.52,13.15,179.34,3245.56
2571,229.86,40.38,13.14,176.32,3246.48
2572,235.13,40.50,13.25,181.36,3247.22
2573,228.01,38.37,13.43,176.18,3248.20
2574,255.00,38.20,13.10,203.68,3249.43
2575,229.00,38.05,13.29,177.64,3249.68
2576,237.80,38.10,13.23,186.45,3250.66
2577,226.88,38.41,13.19,175.27,3250.91
2578,219.45,38.10,13.19,168.14,3248.90
2579,232.37,40.79,13.61,177.96,3251.15
2580,230.10,40.55,13.39,176.14,3252.70
2581,224.23,38.13,13.16,172.92,3252.70
2582,223.70,38.93,13.34,171.41,3254.37
2583,252.34,40.51,13.19,198.61,3253.29
2584,232.58,40.94,13.16,178.46,3255.38
2585,229.06,38.43,13.28,177.34,3255.38
2586,234.82,42.06,13.83,178.91,3255.62
2587,224.04,38.34,13.73,171.95,3255.51
2588,227.25,38.03,13.29,175.91,3253.75
2589,227.18,40.45,13.32,173.39,3253.75
2590,227.30,39.61,13.54,174.13,3255.75
2591,224.80,38.43,13.14,173.20,3255.75
2592,260.34,40.51,13.34,206.48,3256.61
2593,234.21,38.28,13.21,182.69,3235.16
2594,235.48,42.03,13.35,180.07,3241.14
2595,233.90,41.46,13.49,178.92,3246.38
2596,238.92,42.24,13.28,183.38,3249.56
2597,228.30,38.19,13.17,176.92,3250.29
2598,228.52,38.48,13.27,176.75,3250.29
2599,229.38,38.25,12.91,178.19,3251.27
2600,231.89,39.48,13.12,179.27,3252.50
2601,251.32,38.03,13.40,199.85,3252.49
2602,227.90,38.83,13.28,175.76,3252.48
2603,225.33,38.82,13.66,172.82,3252.73
2604,234.82,41.07,13.35,180.37,3254.20
2605,229.78,41.05,13.13,175.57,3253.70
2606,225.61,38.96,13.22,173.42,3253.69
2607,223.80,38.13,13.24,172.41,3253.69
2608,222.20,38.01,13.29,170.88,3253.90
2609,221.34,38.45,13.21,169.65,3255.38
2610,250.79,37.98,13.24,199.55,3255.12
2611,231.02,39.23,13.28,178.48,3255.36
2612,226.13,38.76,13.15,174.20,3257.36
2613,210.80,39.70,12.79,158.30,3257.61
2614,225.46,38.99,13.11,173.33,3257.61
2615,223.17,38.11,13.19,171.86,3257.61
2616,225.61,40.49,13.05,172.05,3257.86
2617,226.96,38.35,13.18,175.41,3259.09
2618,224.47,38.24,13.08,173.13,3259.17
2619,247.63,41.37,13.13,193.12,3259.91
2620,233.61,41.41,13.40,178.77,3258.06
2621,234.88,43.31,13.70,177.84,3257.81
2622,248.52,39.33,13.37,195.80,3234.64
2623,229.02,42.98,13.43,172.59,3239.07
2624,216.76,39.57,12.81,164.37,3248.91
2625,229.25,38.90,13.23,177.10,3252.63
2626,222.95,39.32,13.13,170.49,3254.11
2627,220.25,39.13,13.18,167.92,3255.09
2628,254.57,41.30,13.51,199.73,3255.09
2629,241.78,41.38,13.56,186.81,3254.64
2630,234.08,41.69,13.21,179.17,3254.34
2631,230.41,41.11,13.20,176.08,3256.34
2632,228.34,40.76,13.19,174.37,3256.34
2633,238.55,40.91,13.25,184.37,3256.31
2634,232.34,40.44,13.29,178.59,3256.31
2635,229.78,40.67,13.33,175.76,3256.30
2636,228.77,40.58,13.40,174.77,3256.30
2637,261.86,40.64,13.41,207.78,3257.29
2638,232.65,40.89,13.73,178.02,3257.29
2639,229.06,40.29,13.21,175.54,3257.53
2640,230.35,38.17,13.26,178.90,3255.79
2641,235.15,38.09,13.47,183.57,3256.05
2642,225.95,38.34,13.29,174.30,3256.28
2643,225.19,38.24,13.31,173.63,3256.52
2644,226.96,38.50,13.15,175.30,3256.52
2645,233.06,38.61,13.13,181.29,3258.52
2646,254.17,41.10,13.15,199.90,3258.52
2647,229.84,39.03,13.57,177.22,3258.11
2648,228.79,38.70,13.17,176.90,3258.46
2649,229.79,38.72,13.28,177.77,3259.94
2650,241.13,38.72,13.17,189.22,3240.94
2651,237.63,40.96,13.86,182.79,3254.47
2652,230.64,38.76,13.27,178.58,3256.93
2653,228.43,38.82,13.16,176.44,3258.89
2654,223.99,38.69,13.23,172.06,3259.82
2655,247.49,38.84,13.35,195.28,3260.06
2656,227.87,39.01,13.17,175.67,3261.54
2657,231.55,38.87,13.23,179.42,3263.58
2658,230.83,38.93,13.28,178.60,3263.66
2659,230.51,41.35,13.29,175.84,3265.53
2660,228.87,38.90,13.35,176.60,3263.80
2661,233.16,41.64,13.21,178.29,3265.52
2662,226.50,38.14,13.32,175.02,3265.52
2663,229.92,41.35,13.75,174.79,3265.52
2664,254.11,42.46,14.29,197.35,3265.72
2665,228.82,38.42,13.27,177.11,3265.96
2666,230.35,38.08,13.28,178.97,3265.54
2667,231.01,38.86,14.24,177.89,3266.63
2668,228.32,38.81,13.13,176.35,3267.03
2669,229.13,41.08,13.24,174.80,3267.27
2670,226.27,40.67,13.33,172.25,3267.27
2671,225.82,38.07,13.26,174.47,3267.03
2672,222.97,38.43,13.19,171.33,3267.03
2673,255.72,38.03,13.24,204.44,3268.50
2674,233.55,40.35,13.58,179.54,3268.50
2675,229.74,38.22,13.25,178.26,3268.34
2676,229.02,38.23,13.22,177.55,3268.25
2677,228.03,38.16,13.26,176.59,3268.50
2678,231.31,40.83,13.48,176.99,3268.50
2679,246.56,40.99,13.24,192.31,3228.50
2680,224.98,39.85,13.32,171.79,3228.41
2681,235.71,41.33,13.58,180.79,3230.10
2682,253.56,41.29,13.14,199.11,3230.61
2683,238.45,40.85,13.44,184.14,3254.45
2684,227.31,38.23,13.22,175.84,3254.70
2685,231.45,38.10,13.26,180.07,3256.42
2686,231.36,41.22,13.67,176.45,3256.42
2687,227.52,38.33,13.11,176.07,3256.42
2688,228.61,38.81,13.40,176.37,3256.42
2689,222.79,38.25,13.18,171.33,3256.42
2690,224.87,38.59,13.25,173.02,3257.90
2691,253.73,40.50,13.25,199.97,3258.64
2692,228.14,39.28,13.41,175.42,3258.40
2693,231.01,40.53,13.21,177.26,3258.39
2694,229.74,41.04,13.14,175.55,3259.86
2695,227.63,38.25,13.29,176.06,3259.86
2696,228.96,40.54,13.34,175.06,3259.86
2697,232.75,40.61,13.22,178.90,3259.86
2698,230.55,41.13,13.90,175.50,3259.86
2699,225.47,40.43,13.17,171.85,3261.09
2700,253.70,40.48,13.65,199.56,3261.34
2701,231.29,38.47,13.20,179.60,3262.08
2702,230.92,38.07,13.22,179.61,3262.16
2703,224.78,38.33,13.18,173.25,3262.16
2704,230.19,38.21,13.33,178.62,3262.07
2705,231.12,40.83,13.38,176.89,3262.32
2706,229.32,40.48,13.39,175.43,3262.29
2707,246.71,40.59,13.29,192.82,3235.76
2708,234.50,39.11,13.31,182.07,3257.53
2709,250.49,38.30,13.22,198.95,3257.77
2710,1513.90,41.19,14.36,1458.33,3260.73
2711,241.13,41.62,13.20,186.29,3260.73
2712,255.46,42.18,13.38,199.89,3260.97
2713,258.05,42.22,13.31,202.49,3261.71
2714,255.63,41.61,13.51,200.50,3261.95
2715,251.10,40.66,13.41,197.00,3261.95
2716,254.17,40.53,13.51,200.10,3262.20
2717,246.21,40.67,13.42,192.11,3262.20
2718,273.75,40.78,13.49,219.47,3142.75
2719,281.69,41.26,13.50,226.91,3143.67
2720,262.89,40.77,13.55,208.55,3145.39
2721,262.70,41.41,13.51,207.76,3162.15
2722,258.11,43.29,14.32,200.49,3162.15
2723,255.49,40.72,13.53,201.22,3163.38
2724,248.34,40.98,13.72,193.62,3163.38
2725,246.46,40.58,13.48,192.38,3163.38
2726,246.76,40.60,13.54,192.61,3163.62
2727,248.51,40.86,13.51,194.12,3164.36
2728,277.23,40.59,13.23,223.39,3164.36
2729,254.18,40.58,13.38,200.20,3164.36
2730,261.19,39.08,13.28,208.81,3164.11
2731,263.12,40.83,13.66,208.62,3166.08
2732,248.28,38.41,13.37,196.49,3166.08
2733,246.54,39.21,13.27,194.05,3166.08
2734,244.77,40.72,13.24,190.79,3166.32
2735,244.76,39.59,13.48,191.67,3166.57
2736,241.73,41.79,13.42,186.50,3166.57
2737,280.19,42.02,13.36,224.79,3166.57
2738,254.82,41.40,13.33,200.07,3167.80
2739,251.15,41.43,13.44,196.27,3167.80
2740,250.00,42.13,13.70,194.15,3167.79
2741,246.23,39.20,13.71,193.30,3168.04
2742,248.66,39.08,13.40,196.16,3169.52
2743,241.93,40.59,13.46,187.87,3169.76
2744,241.05,38.28,13.45,189.31,3169.76
2745,239.68,38.57,13.79,187.31,3169.76
2746,305.44,40.76,13.51,251.15,3140.07
2747,257.22,38.94,13.39,204.87,3159.73
2748,250.17,41.12,13.47,195.56,3160.71
2749,248.39,41.53,13.38,193.46,3162.79
2750,245.46,41.65,13.33,190.46,3164.02
2751,241.09,39.01,13.45,188.61,3164.10
2752,242.22,38.96,13.28,189.97,3159.74
2753,241.30,38.99,13.35,188.94,3160.52
2754,242.31,38.22,13.24,190.84,3160.76
2755,278.27,39.09,13.35,225.81,3161.50
2756,250.95,38.32,13.50,199.11,3162.98
2757,255.60,40.97,13.58,201.04,3164.95
2758,244.46,42.00,13.38,189.06,3164.95
2759,244.57,42.02,13.29,189.23,3165.68
2760,239.89,41.07,13.37,185.43,3165.68
2761,249.35,41.32,13.21,194.79,3166.91
2762,239.01,40.92,13.62,184.46,3166.90
2763,239.43,40.43,13.23,185.74,3166.90
2764,274.43,40.79,13.26,220.37,3167.14
2765,253.26,40.81,13.93,198.49,3168.13
2766,246.78,40.62,13.40,192.74,3168.13
2767,244.05,40.83,13.34,189.86,3168.13
2768,242.92,40.69,13.49,188.72,3168.59
2769,245.76,41.13,13.39,191.22,3168.84
2770,235.85,38.34,13.39,184.09,3168.84
2771,240.93,40.54,13.44,186.93,3168.84
2772,240.99,40.66,13.32,186.99,3169.09
2773,291.76,41.40,13.48,236.85,3146.57
2774,253.98,45.67,15.07,193.22,3146.65
2775,256.62,43.15,14.06,199.39,3162.62
2776,242.16,41.85,13.59,186.70,3164.34
2777,239.34,41.28,13.34,184.70,3165.08
2778,239.70,41.29,13.36,185.03,3166.06
2779,237.39,41.78,13.43,182.16,3166.80
2780,241.11,39.17,13.41,188.51,3168.28
2781,233.10,38.88,13.31,180.90,3169.02
2782,268.39,39.66,13.15,215.55,3169.75
2783,240.67,38.95,13.63,188.07,3169.74
2784,242.56,38.38,13.34,190.82,3169.99
2785,236.66,40.79,13.44,182.42,3170.48
2786,234.60,38.64,13.31,182.63,3170.48
2787,234.56,38.58,13.36,182.60,3171.46
2788,238.48,38.18,13.21,187.06,3172.20
2789,233.06,38.25,13.23,181.57,3172.20
2790,235.82,41.14,13.28,181.38,3172.20
2791,271.40,40.27,13.62,217.48,3171.23
2792,239.24,39.27,13.29,186.66,3174.14
2793,238.47,39.06,13.21,186.18,3174.11
2794,237.81,39.27,13.40,185.12,3179.04
2795,235.49,38.58,13.33,183.55,3177.28
2796,236.76,41.30,13.38,182.06,3177.66
2797,237.02,40.55,13.41,183.04,3179.65
2798,238.30,39.80,13.58,184.91,3176.46
2799,235.17,42.37,13.35,179.43,3178.45
2800,267.14,41.50,13.34,212.28,3180.69
2801,239.86,41.01,13.47,185.37,3178.93
2802,255.00,38.27,13.26,203.45,3161.68
2803,238.59,39.88,13.42,185.27,3168.63
2804,236.90,41.01,13.39,182.48,3171.86
2805,237.30,41.17,13.26,182.85,3174.59
2806,236.37,41.95,13.25,181.16,3177.57
2807,236.48,41.18,13.54,181.75,3176.30
2808,237.13,42.53,13.31,181.27,3175.04
2809,264.41,41.42,13.40,209.56,3177.77
2810,244.92,40.53,13.52,190.86,3175.83
2811,243.78,41.87,13.53,188.36,3172.56
2812,232.38,40.62,13.30,178.41,3175.30
2813,234.60,38.36,13.25,182.96,3179.23
2814,232.15,40.80,13.35,177.98,3177.71
2815,234.83,40.63,13.33,180.85,3177.67
2816,232.78,41.36,13.27,178.13,3177.91
2817,238.44,41.57,13.34,183.51,3179.91
2818,262.05,41.38,13.09,207.56,3180.39
2819,243.53,40.47,13.25,189.78,3180.63
2820,238.60,40.55,13.44,184.60,3182.62
2821,236.84,40.78,13.25,182.78,3182.86
2822,233.37,38.60,13.08,181.67,3178.86
2823,235.23,38.69,13.36,183.17,3179.82
2824,235.39,38.27,13.19,183.90,3181.82
2825,232.90,39.11,13.56,180.21,3180.05
2826,232.07,38.21,13.33,180.52,3180.29
2827,266.29,38.71,13.06,214.50,3181.27
2828,242.52,43.35,14.31,184.84,3181.26
2829,235.76,41.33,13.44,180.96,3181.50
2830,252.27,38.42,15.04,198.78,3155.06
2831,246.94,45.60,14.76,186.56,3158.74
2832,241.46,38.84,13.24,189.36,3176.82
2833,235.57,38.94,13.34,183.27,3176.04
2834,238.17,38.90,13.17,186.08,3176.94
2835,239.86,39.17,13.35,187.32,3178.90
2836,263.43,39.09,13.27,211.04,3180.89
2837,239.27,38.32,13.33,187.60,3178.89
2838,237.14,38.41,13.24,185.44,3181.60
2839,238.99,38.24,13.15,187.59,3180.19
2840,230.95,40.51,13.26,177.16,3182.32
2841,235.82,40.63,13.45,181.72,3180.55
2842,238.45,40.69,13.32,184.42,3180.78
2843,237.34,40.94,13.29,183.09,3181.51
2844,239.42,40.50,13.23,185.68,3183.51
2845,265.14,42.13,13.45,209.54,3181.75
2846,239.48,40.66,13.43,185.37,3182.73
2847,234.57,38.30,13.27,182.98,3184.49
2848,235.73,40.75,13.44,181.53,3186.48
2849,236.40,38.26,13.42,184.70,3182.46
2850,230.34,38.15,13.57,178.60,3182.71
2851,234.27,38.12,13.23,182.90,3182.95
2852,231.70,38.29,13.24,180.14,3182.94
2853,234.98,38.34,13.22,183.41,3185.17
2854,266.27,38.61,13.22,214.42,3184.67
2855,236.65,38.44,13.29,184.89,3184.66
2856,235.40,38.68,13.26,183.44,3182.66
2857,238.31,38.81,13.46,186.01,3182.89
2858,239.46,38.86,13.19,187.39,3183.63
2859,252.75,39.05,13.23,200.43,3159.26
2860,239.31,39.40,13.32,186.57,3162.37
2861,239.06,40.08,13.58,185.38,3178.52
2862,239.39,39.40,13.09,186.88,3181.19
2863,260.16,39.55,13.17,207.42,3181.92
2864,234.37,38.93,13.27,182.14,3182.40
2865,235.87,38.90,13.32,183.63,3184.68
2866,243.76,38.87,13.32,191.56,3183.91
2867,235.47,39.03,13.58,182.85,3183.90
2868,230.36,38.10,13.22,179.02,3181.98
2869,233.43,38.12,13.55,181.74,3181.89
2870,236.66,38.08,13.20,185.36,3184.13
2871,232.73,38.24,13.20,181.27,3184.61
2872,259.06,42.18,13.17,203.70,3182.85
2873,233.66,39.05,13.59,180.99,3182.84
2874,241.95,41.13,13.36,187.44,3185.58
2875,238.70,41.39,13.22,184.08,3185.82
2876,237.00,40.48,13.32,183.18,3183.82
2877,234.67,40.73,13.38,180.55,3183.54
2878,236.69,40.69,14.43,181.55,3186.52
2879,234.91,40.60,13.50,180.80,3184.51
2880,234.38,40.72,13.27,180.37,3184.50
2881,262.34,40.89,13.76,207.68,3186.74
2882,238.66,38.53,13.52,186.60,3185.96
2883,239.49,38.31,13.36,187.80,3185.95
2884,238.12,38.10,13.39,186.61,3186.19
2885,244.09,42.55,13.97,187.55,3186.14
2886,236.97,39.61,13.27,184.08,3189.37
2887,250.68,38.33,13.31,199.02,3168.25
2888,231.47,38.71,13.37,179.37,3179.29
2889,233.58,39.04,13.34,181.17,3181.78
2890,262.75,39.30,13.26,210.16,3183.71
2891,237.46,41.43,13.22,182.79,3183.95
2892,235.31,38.93,13.18,183.19,3183.94
2893,245.78,40.74,14.20,190.82,3185.63
2894,219.47,39.16,12.88,167.41,3185.84
2895,233.98,38.77,13.27,181.92,3185.83
2896,233.50,38.92,13.18,181.38,3187.64
2897,231.98,38.16,13.32,180.48,3185.96
2898,234.04,38.47,13.59,181.97,3186.36
2899,260.41,38.22,13.21,208.97,3187.09
2900,236.08,39.99,13.29,182.77,3189.09
2901,239.80,38.77,13.24,187.77,3189.57
2902,227.17,40.33,12.82,174.00,3187.55
2903,227.47,39.89,12.79,174.76,3187.54
2904,219.04,39.02,12.96,167.04,3187.54
2905,232.08,38.53,13.18,180.36,3187.53
2906,235.65,39.56,13.12,182.95,3188.01
2907,236.45,41.00,13.79,181.64,3188.00
2908,261.50,41.22,13.26,207.00,3188.73
2909,242.65,41.43,13.23,187.97,3188.94
2910,237.35,40.71,13.34,183.28,3188.93
2911,241.02,41.03,13.82,186.16,3188.93
2912,238.28,40.80,13.28,184.17,3188.70
2913,244.71,40.52,13.22,190.95,3190.70
2914,231.31,41.19,13.31,176.79,3188.68
2915,249.50,40.70,13.29,195.49,3170.75
2916,233.74,41.59,13.77,178.37,3175.70
2917,270.75,41.33,13.20,216.17,3185.99
2918,235.75,38.47,13.23,184.03,3188.36
2919,240.40,41.45,13.26,185.67,3188.18
2920,236.70,41.30,13.43,181.96,3188.83
2921,241.69,38.92,13.27,189.48,3188.05
2922,236.18,40.99,13.41,181.76,3190.05
2923,230.15,39.05,13.67,177.41,3190.04
2924,232.30,40.42,13.26,178.60,3188.04
2925,233.41,38.22,13.22,181.96,3191.02
2926,263.16,38.28,13.29,211.57,3189.01
2927,237.96,41.37,13.31,183.25,3187.01
2928,238.62,40.62,13.28,184.70,3189.02
2929,243.43,40.63,14.18,188.60,3193.50
2930,233.41,38.22,13.26,181.91,3193.32
2931,231.95,38.15,13.31,180.48,3193.31
2932,234.74,41.09,13.31,180.32,3191.47
2933,241.12,40.50,13.37,187.23,3190.69
2934,232.61,40.95,13.28,178.36,3192.69
2935,258.00,40.53,13.39,204.06,3190.93
2936,241.04,39.44,13.30,188.28,3188.93
2937,246.70,40.54,13.28,192.86,3191.66
2938,235.36,40.55,13.38,181.41,3191.65
2939,236.70,41.07,13.53,182.08,3191.40
2940,229.40,38.24,13.18,177.96,3193.16
2941,238.36,40.54,13.25,184.54,3189.38
2942,237.43,40.92,13.28,183.22,3191.86
2943,230.57,40.64,13.21,176.69,3193.86
